D:\PP-Laba-3\dataset_2\cat_0000.jpg,dataset_2\cat_0000.jpg,cat
D:\PP-Laba-3\dataset_2\cat_0001.jpg,dataset_2\cat_0001.jpg,cat
D:\PP-Laba-3\dataset_2\cat_0002.jpg,dataset_2\cat_0002.jpg,cat
D:\PP-Laba-3\dataset_2\cat_0003.jpg,dataset_2\cat_0003.jpg,cat
D:\PP-Laba-3\dataset_2\cat_0004.jpg,dataset_2\cat_0004.jpg,cat
D:\PP-Laba-3\dataset_2\cat_0005.jpg,dataset_2\cat_0005.jpg,cat
D:\PP-Laba-3\dataset_2\cat_0006.jpg,dataset_2\cat_0006.jpg,cat
D:\PP-Laba-3\dataset_2\cat_0007.jpg,dataset_2\cat_0007.jpg,cat
D:\PP-Laba-3\dataset_2\cat_0008.jpg,dataset_2\cat_0008.jpg,cat
D:\PP-Laba-3\dataset_2\cat_0009.jpg,dataset_2\cat_0009.jpg,cat
D:\PP-Laba-3\dataset_2\cat_0010.jpg,dataset_2\cat_0010.jpg,cat
D:\PP-Laba-3\dataset_2\cat_0011.jpg,dataset_2\cat_0011.jpg,cat
D:\PP-Laba-3\dataset_2\cat_0012.jpg,dataset_2\cat_0012.jpg,cat
D:\PP-Laba-3\dataset_2\cat_0013.jpg,dataset_2\cat_0013.jpg,cat
D:\PP-Laba-3\dataset_2\cat_0014.jpg,dataset_2\cat_0014.jpg,cat
D:\PP-Laba-3\dataset_2\cat_0015.jpg,dataset_2\cat_0015.jpg,cat
D:\PP-Laba-3\dataset_2\cat_0016.jpg,dataset_2\cat_0016.jpg,cat
D:\PP-Laba-3\dataset_2\cat_0017.jpg,dataset_2\cat_0017.jpg,cat
D:\PP-Laba-3\dataset_2\cat_0018.jpg,dataset_2\cat_0018.jpg,cat
D:\PP-Laba-3\dataset_2\cat_0019.jpg,dataset_2\cat_0019.jpg,cat
D:\PP-Laba-3\dataset_2\cat_0020.jpg,dataset_2\cat_0020.jpg,cat
D:\PP-Laba-3\dataset_2\cat_0021.jpg,dataset_2\cat_0021.jpg,cat
