D:\PP-Laba-3\dataset_3\9740.jpg,dataset_3\9740.jpg,cat
D:\PP-Laba-3\dataset_3\6389.jpg,dataset_3\6389.jpg,cat
D:\PP-Laba-3\dataset_3\361.jpg,dataset_3\361.jpg,cat
D:\PP-Laba-3\dataset_3\6381.jpg,dataset_3\6381.jpg,cat
D:\PP-Laba-3\dataset_3\3313.jpg,dataset_3\3313.jpg,cat
D:\PP-Laba-3\dataset_3\4131.jpg,dataset_3\4131.jpg,cat
D:\PP-Laba-3\dataset_3\259.jpg,dataset_3\259.jpg,cat
D:\PP-Laba-3\dataset_3\1863.jpg,dataset_3\1863.jpg,cat
D:\PP-Laba-3\dataset_3\4684.jpg,dataset_3\4684.jpg,cat
D:\PP-Laba-3\dataset_3\1955.jpg,dataset_3\1955.jpg,cat
D:\PP-Laba-3\dataset_3\7521.jpg,dataset_3\7521.jpg,cat
D:\PP-Laba-3\dataset_3\4578.jpg,dataset_3\4578.jpg,cat
D:\PP-Laba-3\dataset_3\1927.jpg,dataset_3\1927.jpg,cat
D:\PP-Laba-3\dataset_3\8506.jpg,dataset_3\8506.jpg,cat
D:\PP-Laba-3\dataset_3\5610.jpg,dataset_3\5610.jpg,cat
D:\PP-Laba-3\dataset_3\4075.jpg,dataset_3\4075.jpg,cat
D:\PP-Laba-3\dataset_3\5084.jpg,dataset_3\5084.jpg,cat
D:\PP-Laba-3\dataset_3\8546.jpg,dataset_3\8546.jpg,cat
D:\PP-Laba-3\dataset_3\3380.jpg,dataset_3\3380.jpg,cat
D:\PP-Laba-3\dataset_3\915.jpg,dataset_3\915.jpg,cat
D:\PP-Laba-3\dataset_3\1325.jpg,dataset_3\1325.jpg,cat
D:\PP-Laba-3\dataset_3\9925.jpg,dataset_3\9925.jpg,cat
D:\PP-Laba-3\dataset_3\1022.jpg,dataset_3\1022.jpg,cat
D:\PP-Laba-3\dataset_3\2902.jpg,dataset_3\2902.jpg,cat
D:\PP-Laba-3\dataset_3\4894.jpg,dataset_3\4894.jpg,cat
D:\PP-Laba-3\dataset_3\646.jpg,dataset_3\646.jpg,cat
D:\PP-Laba-3\dataset_3\9194.jpg,dataset_3\9194.jpg,cat
D:\PP-Laba-3\dataset_3\5429.jpg,dataset_3\5429.jpg,cat
D:\PP-Laba-3\dataset_3\302.jpg,dataset_3\302.jpg,cat
D:\PP-Laba-3\dataset_3\5174.jpg,dataset_3\5174.jpg,cat
D:\PP-Laba-3\dataset_3\2043.jpg,dataset_3\2043.jpg,cat
D:\PP-Laba-3\dataset_3\3023.jpg,dataset_3\3023.jpg,cat
D:\PP-Laba-3\dataset_3\7875.jpg,dataset_3\7875.jpg,cat
